Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
March 31 2017,Gwinnett,GA,Passenger,0,1,1,83,84,1.19
March 31 2017,Columbia,WA,Passenger,0,1,1,2392,2393,0.04
March 31 2017,Harnett,NC,Passenger,1,0,1,264,265,0.38
March 31 2017,Howard,MD,Passenger,0,1,1,97,98,1.02
February 28 2017,Manatee,FL,Passenger,1,0,1,47,48,2.08
March 31 2017,Island,WA,Passenger,106,139,245,60741,60986,0.40
March 31 2017,Island,WA,Truck,0,0,0,21067,21067,0.00
March 31 2017,Garfield,WA,Truck,0,0,0,971,971,0.00
February 28 2017,Marion,OR,Passenger,1,0,1,177,178,0.56
March 31 2017,Jefferson,NY,Passenger,1,1,2,276,278,0.72
March 31 2017,Canyon,ID,Passenger,0,1,1,94,95,1.05
March 31 2017,Jefferson,WA,Truck,0,0,0,9700,9700,0.00
February 28 2017,Island,WA,Passenger,99,132,231,60433,60664,0.38
March 31 2017,Juneau,AK,Passenger,0,1,1,46,47,2.13
March 31 2017,Kittitas,WA,Passenger,18,16,34,27823,27857,0.12
February 28 2017,Island,WA,Truck,0,0,0,21030,21030,0.00
March 31 2017,Klickitat,WA,Passenger,22,25,47,15117,15164,0.31
March 31 2017,Klickitat,WA,Truck,0,0,0,8251,8251,0.00
March 31 2017,Lincoln,WA,Passenger,2,5,7,7715,7722,0.09
March 31 2017,Lincoln,WA,Truck,0,0,0,4618,4618,0.00
February 28 2017,Multnomah,OR,Passenger,0,3,3,1140,1143,0.26
March 31 2017,Jefferson,WA,Passenger,96,61,157,24075,24232,0.65
March 31 2017,Lewis,NY,Passenger,0,1,1,9,10,10.00
March 31 2017,Dallas,TX,Passenger,0,1,1,191,192,0.52
February 28 2017,Nassau,NY,Passenger,0,1,1,35,36,2.78
February 28 2017,Jefferson,WA,Truck,0,0,0,9713,9713,0.00
March 31 2017,Marion,OR,Passenger,1,0,1,174,175,0.57
March 31 2017,Kitsap,WA,Passenger,592,305,897,175407,176304,0.51
March 31 2017,Kitsap,WA,Truck,1,0,1,53759,53760,0.00
March 31 2017,Kittitas,WA,Truck,0,0,0,13933,13933,0.00
March 31 2017,Mason,WA,Passenger,54,65,119,43854,43973,0.27
February 28 2017,Juneau,AK,Passenger,0,1,1,49,50,2.00
March 31 2017,Nassau,NY,Passenger,0,1,1,36,37,2.70
February 28 2017,Orange,FL,Passenger,1,1,2,147,149,1.34
March 31 2017,Miami-Dade,FL,Passenger,0,1,1,127,128,0.78
March 31 2017,Northampton,PA,Passenger,2,0,2,214,216,0.93
February 28 2017,Orleans,LA,Passenger,0,1,1,51,52,1.92
March 31 2017,Montgomery,MD,Passenger,1,2,3,304,307,0.98
February 28 2017,Kitsap,WA,Truck,1,0,1,53730,53731,0.00
March 31 2017,Franklin,WA,Passenger,27,48,75,56417,56492,0.13
March 31 2017,Pacific,WA,Truck,0,0,0,7693,7693,0.00
March 31 2017,Gallatin,MT,Passenger,0,1,1,67,68,1.47
March 31 2017,Pend Oreille,WA,Passenger,1,4,5,9626,9631,0.05
March 31 2017,King,WA,Passenger,9393,4188,13581,1395732,1409313,0.96
March 31 2017,Pend Oreille,WA,Truck,0,0,0,5866,5866,0.00
February 28 2017,Pierce,WA,Truck,0,0,0,142283,142283,0.00
March 31 2017,Maui,HI,Passenger,1,0,1,73,74,1.35
March 31 2017,Oklahoma,OK,Passenger,0,1,1,167,168,0.60
March 31 2017,Orleans,LA,Passenger,0,1,1,51,52,1.92
March 31 2017,Hamilton,TN,Passenger,1,0,1,23,24,4.17
March 31 2017,Lane,OR,Passenger,0,1,1,255,256,0.39
March 31 2017,Hardin,KY,Passenger,0,1,1,127,128,0.78
March 31 2017,Hidalgo,TX,Passenger,0,1,1,100,101,0.99
March 31 2017,Pima,AZ,Passenger,0,2,2,427,429,0.47
March 31 2017,Lewis,WA,Passenger,48,45,93,56169,56262,0.17
March 31 2017,Riley,KS,Passenger,1,0,1,96,97,1.03
March 31 2017,Honolulu,HI,Passenger,5,1,6,600,606,0.99
March 31 2017,Polk,FL,Passenger,1,0,1,67,68,1.47
February 28 2017,Lincoln,WA,Truck,0,0,0,4602,4602,0.00
March 31 2017,Russell,AL,Passenger,1,0,1,56,57,1.75
March 31 2017,Prince William,VA,Passenger,0,3,3,266,269,1.12
February 28 2017,Los Angeles,CA,Passenger,2,1,3,1353,1356,0.22
February 28 2017,Riverside,CA,Passenger,0,1,1,833,834,0.12
March 31 2017,Maricopa,AZ,Passenger,2,0,2,1681,1683,0.12
March 31 2017,King,WA,Truck,8,1,9,194289,194298,0.00
March 31 2017,Santa Fe,NM,Passenger,0,1,1,42,43,2.33
February 28 2017,Marin,CA,Passenger,1,0,1,55,56,1.79
February 28 2017,Saint Lucie,FL,Passenger,1,0,1,29,30,3.33
March 31 2017,Saratoga,NY,Passenger,0,1,1,76,77,1.30
March 31 2017,Mason,WA,Truck,0,0,0,19915,19915,0.00
March 31 2017,Skamania,WA,Passenger,8,8,16,8748,8764,0.18
February 28 2017,San Juan,WA,Truck,0,0,0,5770,5770,0.00
March 31 2017,Larimer,CO,Passenger,0,1,1,76,77,1.30
March 31 2017,Latah,ID,Passenger,0,1,1,114,115,0.87
February 28 2017,Santa Clara,CA,Passenger,5,3,8,417,425,1.88
March 31 2017,Spokane,WA,Passenger,241,237,478,300040,300518,0.16
March 31 2017,Tarrant,TX,Passenger,0,2,2,279,281,0.71
March 31 2017,Lewis,WA,Truck,0,0,0,25784,25784,0.00
February 28 2017,Montgomery,MD,Passenger,1,2,3,303,306,0.98
March 31 2017,Thurston,WA,Passenger,376,337,713,188359,189072,0.38
March 31 2017,Montgomery,TN,Passenger,1,0,1,283,284,0.35
March 31 2017,Skagit,WA,Passenger,122,106,228,89129,89357,0.26
March 31 2017,Wahkiakum,WA,Passenger,0,2,2,2903,2905,0.07
March 31 2017,Snohomish,WA,Passenger,1670,938,2608,520289,522897,0.50
March 31 2017,Snohomish,WA,Truck,1,0,1,125896,125897,0.00
March 31 2017,Walla Walla,WA,Passenger,20,22,42,35547,35589,0.12
March 31 2017,Madison,ID,Passenger,1,0,1,41,42,2.38
March 31 2017,Stevens,WA,Passenger,6,22,28,32227,32255,0.09
March 31 2017,Walla Walla,WA,Truck,0,0,0,13655,13655,0.00
March 31 2017,Tulare,CA,Passenger,1,0,1,198,199,0.50
March 31 2017,Norfolk City,VA,Passenger,2,1,3,323,326,0.92
March 31 2017,Stevens,WA,Truck,0,0,0,19120,19120,0.00
March 31 2017,Manatee,FL,Passenger,1,0,1,44,45,2.22
March 31 2017,Utah,UT,Passenger,0,1,1,161,162,0.62
March 31 2017,Orange,CA,Passenger,2,1,3,685,688,0.44
March 31 2017,Ventura,CA,Passenger,0,2,2,374,376,0.53
March 31 2017,Sumter,FL,Passenger,0,1,1,9,10,10.00
March 31 2017,Whatcom,WA,Passenger,425,174,599,144385,144984,0.41
February 28 2017,Pacific,WA,Truck,0,0,0,7688,7688,0.00
March 31 2017,Whitman,WA,Truck,0,0,0,8637,8637,0.00
March 31 2017,Pacific,WA,Passenger,7,9,16,15338,15354,0.10
April 30 2017,NULL,CA,Passenger,1,0,1,424,425,0.24
February 28 2017,Pima,AZ,Passenger,0,2,2,420,422,0.47
March 31 2017,Travis,TX,Passenger,0,1,1,185,186,0.54
March 31 2017,Pierce,WA,Passenger,901,847,1748,534297,536045,0.33
March 31 2017,Wayne,MI,Passenger,0,1,1,72,73,1.37
April 30 2017,Allegheny,PA,Passenger,1,0,1,85,86,1.16
March 31 2017,Whitman,WA,Passenger,9,20,29,22300,22329,0.13
February 28 2017,Polk,FL,Passenger,1,0,1,67,68,1.47
March 31 2017,Virginia Beach City,VA,Passenger,1,1,2,641,643,0.31
March 31 2017,Monroe,NY,Passenger,1,0,1,30,31,3.23
April 30 2017,Asotin,WA,Truck,0,0,0,6714,6714,0.00
March 31 2017,Yakima,WA,Truck,0,0,0,59683,59683,0.00
March 31 2017,Monterey,CA,Passenger,0,1,1,225,226,0.44
March 31 2017,Montgomery,PA,Passenger,1,0,1,38,39,2.56
February 28 2017,Volusia,FL,Passenger,0,1,1,47,48,2.08
April 30 2017,NULL,NULL,Passenger,9,4,13,2476,2489,0.52
April 30 2017,Adams,WA,Passenger,3,3,6,12515,12521,0.05
March 31 2017,Multnomah,OR,Passenger,0,3,3,1098,1101,0.27
April 30 2017,Anne Arundel,MD,Passenger,0,2,2,513,515,0.39
April 30 2017,Asotin,WA,Passenger,6,3,9,12558,12567,0.07
April 30 2017,NULL,WA,Truck,0,0,0,1,1,0.00
March 31 2017,Salt Lake,UT,Passenger,0,1,1,290,291,0.34
March 31 2017,Okaloosa,FL,Passenger,1,0,1,187,188,0.53
March 31 2017,Okanogan,WA,Truck,0,0,0,4585,4585,0.00
April 30 2017,Alexandria City,VA,Passenger,2,0,2,184,186,1.08
March 31 2017,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
April 30 2017,Benton,WA,Passenger,146,146,292,130535,130827,0.22
April 30 2017,Clackamas,OR,Passenger,1,1,2,321,323,0.62
March 31 2017,Skamania,WA,Truck,0,0,0,4079,4079,0.00
April 30 2017,Cascade,MT,Passenger,0,1,1,58,59,1.69
March 31 2017,Pierce,WA,Truck,0,0,0,142093,142093,0.00
March 31 2017,Pinal,AZ,Passenger,2,1,3,230,233,1.29
April 30 2017,Canyon,ID,Passenger,0,1,1,92,93,1.08
February 28 2017,Saratoga,NY,Passenger,0,1,1,77,78,1.28
April 30 2017,Cumberland,NC,Passenger,1,0,1,645,646,0.15
March 31 2017,Wahkiakum,WA,Truck,0,0,0,1695,1695,0.00
March 31 2017,Asotin,WA,Truck,0,0,0,6695,6695,0.00
April 30 2017,Clallam,WA,Passenger,84,73,157,49094,49251,0.32
February 28 2017,Skamania,WA,Passenger,7,7,14,8745,8759,0.16
April 30 2017,Dekalb,GA,Passenger,1,0,1,83,84,1.19
April 30 2017,Duval,FL,Passenger,1,1,2,365,367,0.54
February 28 2017,Spokane,WA,Passenger,233,232,465,298770,299235,0.16
March 31 2017,Whatcom,WA,Truck,2,0,2,42562,42564,0.00
April 30 2017,Dakota,MN,Passenger,0,1,1,37,38,2.63
April 30 2017,Ferry,WA,Truck,0,0,0,3765,3765,0.00
April 30 2017,Douglas,WA,Passenger,31,21,52,27215,27267,0.19
March 31 2017,Santa Clara,CA,Passenger,6,2,8,413,421,1.90
April 30 2017,Alameda,CA,Passenger,2,1,3,373,376,0.80
April 30 2017,Garfield,WA,Passenger,0,0,0,1315,1315,0.00
April 30 2017,Franklin,WA,Truck,0,0,0,18606,18606,0.00
April 30 2017,Fairfax,VA,Passenger,0,3,3,854,857,0.35
April 30 2017,Gallatin,MT,Passenger,0,1,1,65,66,1.52
February 28 2017,Tulare,CA,Passenger,1,0,1,202,203,0.49
April 30 2017,Garfield,WA,Truck,0,0,0,971,971,0.00
April 30 2017,Harnett,NC,Passenger,1,0,1,264,265,0.38
April 30 2017,Franklin,WA,Passenger,28,48,76,56556,56632,0.13
April 30 2017,Fairfax City,VA,Passenger,1,0,1,6,7,14.29
April 30 2017,Hamilton,TN,Passenger,1,0,1,23,24,4.17
February 28 2017,Walla Walla,WA,Passenger,17,21,38,35433,35471,0.11
April 30 2017,Glacier,MT,Passenger,0,1,1,3,4,25.00
February 28 2017,Walla Walla,WA,Truck,0,0,0,13614,13614,0.00
March 31 2017,Columbia,WA,Truck,0,0,0,1596,1596,0.00
April 30 2017,Gwinnett,GA,Passenger,0,1,1,85,86,1.16
March 31 2017,Volusia,FL,Passenger,0,1,1,46,47,2.13
April 30 2017,Guilford,NC,Passenger,1,0,1,31,32,3.12
April 30 2017,Jackson,MO,Passenger,1,0,1,65,66,1.52
April 30 2017,Jefferson,WA,Passenger,101,60,161,24209,24370,0.66
April 30 2017,Honolulu,HI,Passenger,5,1,6,589,595,1.01
February 28 2017,Wayne,MI,Passenger,0,2,2,71,73,2.74
April 30 2017,Howard,MD,Passenger,0,1,1,99,100,1.00
April 30 2017,Kitsap,WA,Passenger,621,315,936,175845,176781,0.53
March 31 2017,Dekalb,GA,Passenger,1,0,1,81,82,1.22
April 30 2017,Island,WA,Passenger,113,138,251,61009,61260,0.41
February 28 2017,Whatcom,WA,Passenger,409,164,573,143718,144291,0.40
April 30 2017,Kittitas,WA,Truck,0,0,0,13991,13991,0.00
April 30 2017,Clark,NV,Passenger,1,2,3,819,822,0.36
February 28 2017,Whitman,WA,Passenger,8,20,28,22232,22260,0.13
April 30 2017,King,WA,Truck,8,1,9,193659,193668,0.00
April 30 2017,Kitsap,WA,Truck,1,0,1,53802,53803,0.00
March 31 2017,Duval,FL,Passenger,1,1,2,360,362,0.55
April 30 2017,Knox,TN,Passenger,1,0,1,40,41,2.44
April 30 2017,Madison,ID,Passenger,1,0,1,40,41,2.44
April 30 2017,Cowlitz,WA,Truck,0,0,0,28762,28762,0.00
April 30 2017,Marin,CA,Passenger,1,0,1,57,58,1.72
April 30 2017,Dale,AL,Passenger,0,1,1,69,70,1.43
April 30 2017,Dekalb,IN,Passenger,1,0,1,1,2,50.00
March 31 2017,Ferry,WA,Truck,0,0,0,3764,3764,0.00
March 31 2017,Alameda,CA,Passenger,3,1,4,376,380,1.05
April 30 2017,Lewis,WA,Truck,0,0,0,25794,25794,0.00
April 30 2017,District Of Columbia,DC,Passenger,0,3,3,227,230,1.30
April 30 2017,Missoula,MT,Passenger,1,0,1,70,71,1.41
March 31 2017,Franklin,WA,Truck,0,0,0,18556,18556,0.00
April 30 2017,Lincoln,WA,Truck,0,0,0,4623,4623,0.00
April 30 2017,Mason,WA,Passenger,57,64,121,44008,44129,0.27
April 30 2017,Monterey,CA,Passenger,0,1,1,221,222,0.45
April 30 2017,Moore,NC,Passenger,0,1,1,210,211,0.47
March 31 2017,Garfield,WA,Passenger,0,0,0,1318,1318,0.00
April 30 2017,Mason,WA,Truck,0,0,0,19949,19949,0.00
April 30 2017,Clark,WA,Truck,0,0,0,79874,79874,0.00
April 30 2017,Ferry,WA,Passenger,2,1,3,4577,4580,0.07
April 30 2017,Miami-Dade,FL,Passenger,0,1,1,129,130,0.77
April 30 2017,Manatee,FL,Passenger,1,0,1,41,42,2.38
April 30 2017,Marion,OR,Passenger,1,0,1,162,163,0.61
April 30 2017,Nueces,TX,Passenger,0,1,1,98,99,1.01
April 30 2017,Palm Beach,FL,Passenger,0,1,1,88,89,1.12
April 30 2017,Columbia,WA,Truck,0,0,0,1601,1601,0.00
April 30 2017,Grant,WA,Truck,0,0,0,26187,26187,0.00
April 30 2017,Montgomery,TN,Passenger,1,0,1,286,287,0.35
April 30 2017,Monroe,NY,Passenger,1,0,1,28,29,3.45
April 30 2017,Grays Harbor,WA,Truck,0,0,0,20467,20467,0.00
April 30 2017,Montgomery,PA,Passenger,1,0,1,36,37,2.70
April 30 2017,Cowlitz,WA,Passenger,54,58,112,70664,70776,0.16
April 30 2017,Nassau,NY,Passenger,0,1,1,36,37,2.70
April 30 2017,Norfolk City,VA,Passenger,2,1,3,320,323,0.93
April 30 2017,Okanogan,WA,Truck,0,0,0,4556,4556,0.00
April 30 2017,Orange,CA,Passenger,2,1,3,672,675,0.44
April 30 2017,Orleans,LA,Passenger,0,1,1,51,52,1.92
April 30 2017,San Juan,WA,Passenger,98,37,135,13835,13970,0.97
April 30 2017,San Mateo,CA,Passenger,0,1,1,156,157,0.64
April 30 2017,Pierce,WA,Truck,0,0,0,141927,141927,0.00
April 30 2017,Pend Oreille,WA,Passenger,2,4,6,9670,9676,0.06
April 30 2017,Snohomish,WA,Truck,1,0,1,125834,125835,0.00
April 30 2017,Salt Lake,UT,Passenger,0,1,1,271,272,0.37
March 31 2017,Cascade,MT,Passenger,0,1,1,57,58,1.72
April 30 2017,Stevens,WA,Truck,0,0,0,19122,19122,0.00
April 30 2017,Grant,WA,Passenger,19,26,45,62210,62255,0.07
April 30 2017,Sumter,FL,Passenger,0,1,1,9,10,10.00
April 30 2017,Santa Fe,NM,Passenger,0,1,1,42,43,2.33
March 31 2017,Charlottesville City,VA,Passenger,0,1,1,9,10,10.00
April 30 2017,Grays Harbor,WA,Passenger,31,34,65,45436,45501,0.14
April 30 2017,Kittitas,WA,Passenger,22,17,39,27937,27976,0.14
April 30 2017,Thurston,WA,Truck,0,0,0,54862,54862,0.00
April 30 2017,Lane,OR,Passenger,0,1,1,245,246,0.41
April 30 2017,Hamilton,IN,Passenger,1,0,1,56,57,1.75
April 30 2017,Travis,TX,Passenger,0,1,1,188,189,0.53
April 30 2017,Hardin,KY,Passenger,0,1,1,124,125,0.80
March 31 2017,Clark,NV,Passenger,1,2,3,829,832,0.36
April 30 2017,Santa Rosa,FL,Passenger,1,0,1,102,103,0.97
April 30 2017,Santa Clara,CA,Passenger,6,2,8,409,417,1.92
April 30 2017,Saratoga,NY,Passenger,0,1,1,73,74,1.35
April 30 2017,Maricopa,AZ,Passenger,2,0,2,1661,1663,0.12
April 30 2017,Stevens,WA,Passenger,8,24,32,32257,32289,0.10
April 30 2017,Maui,HI,Passenger,1,0,1,74,75,1.33
April 30 2017,Jefferson,WA,Truck,0,0,0,9701,9701,0.00
April 30 2017,Juneau,AK,Passenger,0,1,1,46,47,2.13
May 31 2017,NULL,WA,Truck,0,0,0,1,1,0.00
March 31 2017,Cowlitz,WA,Truck,0,0,0,28756,28756,0.00
April 30 2017,Utah,UT,Passenger,0,1,1,158,159,0.63
March 31 2017,Los Angeles,CA,Passenger,2,1,3,1350,1353,0.22
April 30 2017,Northampton,PA,Passenger,2,0,2,197,199,1.01
April 30 2017,Kent,MI,Passenger,0,1,1,35,36,2.78
April 30 2017,Klickitat,WA,Truck,0,0,0,8267,8267,0.00
May 31 2017,Benton,WA,Truck,0,0,0,41294,41294,0.00
March 31 2017,Dale,AL,Passenger,0,1,1,67,68,1.47
April 30 2017,Orange,FL,Passenger,1,1,2,146,148,1.35
April 30 2017,Walla Walla,WA,Passenger,22,24,46,35588,35634,0.13
April 30 2017,Larimer,CO,Passenger,0,1,1,74,75,1.33
March 31 2017,Dane,WI,Passenger,1,0,1,148,149,0.67
April 30 2017,Pend Oreille,WA,Truck,0,0,0,5884,5884,0.00
March 31 2017,Dekalb,IN,Passenger,1,0,1,1,2,50.00
March 31 2017,Marin,CA,Passenger,1,0,1,56,57,1.75
April 30 2017,Yakima,WA,Passenger,41,59,100,163507,163607,0.06
April 30 2017,Whitman,WA,Passenger,9,21,30,22379,22409,0.13
April 30 2017,Yakima,WA,Truck,0,0,0,59679,59679,0.00
March 31 2017,Deschutes,OR,Passenger,1,0,1,198,199,0.50
April 30 2017,Lewis,NY,Passenger,0,1,1,9,10,10.00
May 31 2017,Allegheny,PA,Passenger,1,0,1,84,85,1.18
March 31 2017,El Paso,CO,Passenger,1,1,2,833,835,0.24
March 31 2017,Missoula,MT,Passenger,1,0,1,73,74,1.35
May 31 2017,Charles,MD,Passenger,0,1,1,89,90,1.11
May 31 2017,Alameda,CA,Passenger,1,1,2,366,368,0.54
May 31 2017,Chelan,WA,Truck,0,0,0,21954,21954,0.00
April 30 2017,San Diego,CA,Passenger,4,2,6,2799,2805,0.21
April 30 2017,San Juan,WA,Truck,0,0,0,5773,5773,0.00
March 31 2017,Moore,NC,Passenger,0,1,1,213,214,0.47
May 31 2017,Clallam,WA,Truck,0,0,0,21575,21575,0.00
March 31 2017,Ferry,WA,Passenger,2,1,3,4551,4554,0.07
May 31 2017,Bexar,TX,Passenger,1,1,2,931,933,0.21
April 30 2017,Shelby,TN,Passenger,0,1,1,114,115,0.87
April 30 2017,Montgomery,MD,Passenger,1,2,3,309,312,0.96
April 30 2017,Skagit,WA,Passenger,129,112,241,89346,89587,0.27
March 31 2017,Nueces,TX,Passenger,0,1,1,98,99,1.01
April 30 2017,Snohomish,WA,Passenger,1738,949,2687,520547,523234,0.51
May 31 2017,Camden,GA,Passenger,0,1,1,184,185,0.54
March 31 2017,Okanogan,NULL,Passenger,3,12,15,19757,19772,0.08
April 30 2017,Multnomah,OR,Passenger,0,3,3,1063,1066,0.28
May 31 2017,Chelan,WA,Passenger,60,36,96,53157,53253,0.18
April 30 2017,Okanogan,NULL,Passenger,3,12,15,19804,19819,0.08
March 31 2017,Grant,WA,Truck,0,0,0,26121,26121,0.00
May 31 2017,Clark,WA,Passenger,796,520,1316,304247,305563,0.43
April 30 2017,Virginia Beach City,VA,Passenger,1,1,2,638,640,0.31
May 31 2017,Clark,WA,Truck,0,0,0,79983,79983,0.00
March 31 2017,Grays Harbor,WA,Truck,0,0,0,20464,20464,0.00
May 31 2017,Clark,NV,Passenger,1,1,2,811,813,0.25
April 30 2017,Wahkiakum,WA,Truck,0,0,0,1692,1692,0.00
May 31 2017,Fairfax City,VA,Passenger,1,0,1,6,7,14.29
May 31 2017,Columbia,WA,Passenger,0,1,1,2408,2409,0.04
May 31 2017,Cobb,GA,Passenger,0,1,1,70,71,1.41
May 31 2017,Franklin,OH,Passenger,0,1,1,119,120,0.83
May 31 2017,Cowlitz,WA,Truck,0,0,0,28792,28792,0.00
May 31 2017,Dekalb,GA,Passenger,1,0,1,83,84,1.19
May 31 2017,Glacier,MT,Passenger,0,1,1,3,4,25.00
May 31 2017,Cowlitz,WA,Passenger,56,60,116,70947,71063,0.16
April 30 2017,Prince William,VA,Passenger,0,3,3,266,269,1.12
May 31 2017,Dale,AL,Passenger,0,1,1,68,69,1.45
May 31 2017,Dekalb,IN,Passenger,1,0,1,1,2,50.00
March 31 2017,Riverside,CA,Passenger,0,1,1,825,826,0.12
May 31 2017,Grays Harbor,WA,Passenger,34,34,68,45529,45597,0.15
May 31 2017,Adams,WA,Passenger,3,3,6,12599,12605,0.05
April 30 2017,Riverside,CA,Passenger,0,1,1,825,826,0.12
May 31 2017,Douglas,WA,Passenger,32,23,55,27320,27375,0.20
May 31 2017,Douglas,WA,Truck,0,0,0,11859,11859,0.00
May 31 2017,District Of Columbia,DC,Passenger,0,3,3,225,228,1.32
May 31 2017,Hamilton,TN,Passenger,1,0,1,21,22,4.55
May 31 2017,Fairfax,VA,Passenger,0,3,3,855,858,0.35
May 31 2017,Benton,WA,Passenger,150,148,298,130918,131216,0.23
May 31 2017,Hardin,KY,Passenger,0,1,1,123,124,0.81
March 31 2017,Saint Lucie,FL,Passenger,1,0,1,29,30,3.33
March 31 2017,Jackson,MO,Passenger,1,0,1,65,66,1.52
March 31 2017,San Mateo,CA,Passenger,0,1,1,155,156,0.64
May 31 2017,Canyon,ID,Passenger,0,1,1,93,94,1.06
May 31 2017,Jackson,MO,Passenger,1,0,1,61,62,1.61
May 31 2017,Fulton,GA,Passenger,1,1,2,110,112,1.79
May 31 2017,Grant,WA,Passenger,21,30,51,62473,62524,0.08
April 30 2017,Skagit,WA,Truck,1,0,1,32370,32371,0.00
May 31 2017,Garfield,WA,Passenger,0,0,0,1324,1324,0.00
May 31 2017,Gwinnett,GA,Passenger,0,1,1,84,85,1.18
May 31 2017,Jefferson,NY,Passenger,1,1,2,271,273,0.73
May 31 2017,Hamilton,IN,Passenger,1,0,1,57,58,1.72
April 30 2017,Spokane,WA,Passenger,248,244,492,301024,301516,0.16
May 31 2017,Clallam,WA,Passenger,88,80,168,49204,49372,0.34
May 31 2017,Grant,WA,Truck,0,0,0,26311,26311,0.00
May 31 2017,Grays Harbor,WA,Truck,0,0,0,20530,20530,0.00
May 31 2017,Columbia,WA,Truck,0,0,0,1601,1601,0.00
May 31 2017,Klickitat,WA,Truck,0,0,0,8281,8281,0.00
April 30 2017,Tarrant,TX,Passenger,0,2,2,269,271,0.74
May 31 2017,Island,WA,Passenger,119,139,258,61235,61493,0.42
May 31 2017,Island,WA,Truck,0,0,0,21136,21136,0.00
May 31 2017,Larimer,CO,Passenger,0,1,1,72,73,1.37
March 31 2017,Skagit,WA,Truck,1,0,1,32382,32383,0.00
May 31 2017,Dakota,MN,Passenger,0,1,1,37,38,2.63
April 30 2017,Tulare,CA,Passenger,1,0,1,198,199,0.50
May 31 2017,Lewis,WA,Passenger,53,43,96,56619,56715,0.17
May 31 2017,Lincoln,WA,Passenger,2,6,8,7740,7748,0.10
May 31 2017,Jefferson,WA,Passenger,107,63,170,24309,24479,0.69
April 30 2017,Ventura,CA,Passenger,0,1,1,361,362,0.28
May 31 2017,Jefferson,WA,Truck,0,0,0,9706,9706,0.00
April 30 2017,Volusia,FL,Passenger,0,1,1,47,48,2.08
May 31 2017,Juneau,AK,Passenger,0,1,1,42,43,2.33
May 31 2017,King,WA,Passenger,9955,4374,14329,1395552,1409881,1.02
May 31 2017,Duval,FL,Passenger,1,1,2,368,370,0.54
May 31 2017,Kent,DE,Passenger,0,1,1,73,74,1.35
May 31 2017,Kittitas,WA,Passenger,25,17,42,28121,28163,0.15
May 31 2017,Mason,WA,Truck,0,0,0,19985,19985,0.00
May 31 2017,Klickitat,WA,Passenger,24,26,50,15171,15221,0.33
May 31 2017,Kitsap,WA,Truck,1,0,1,53901,53902,0.00
May 31 2017,Flathead,MT,Passenger,1,0,1,62,63,1.59
May 31 2017,Franklin,WA,Passenger,30,45,75,56748,56823,0.13
May 31 2017,Knox,TN,Passenger,1,0,1,39,40,2.50
March 31 2017,Manassas City,VA,Passenger,0,1,1,9,10,10.00
May 31 2017,Lincoln,WA,Truck,0,0,0,4627,4627,0.00
April 30 2017,Wayne,MI,Passenger,0,1,1,70,71,1.41
May 31 2017,Orange,CA,Passenger,3,1,4,670,674,0.59
May 31 2017,Maui,HI,Passenger,1,0,1,75,76,1.32
May 31 2017,Adams,WA,Truck,0,0,0,5325,5325,0.00
May 31 2017,Howard,MD,Passenger,0,1,1,99,100,1.00
May 31 2017,Alexandria City,VA,Passenger,2,0,2,186,188,1.06
May 31 2017,Pend Oreille,WA,Passenger,3,4,7,9692,9699,0.07
May 31 2017,Los Angeles,CA,Passenger,2,1,3,1319,1322,0.23
May 31 2017,Marin,CA,Passenger,1,0,1,55,56,1.79
May 31 2017,Asotin,WA,Truck,0,0,0,6720,6720,0.00
May 31 2017,Northampton,PA,Passenger,1,0,1,172,173,0.58
March 31 2017,Okanogan,WA,Passenger,0,4,4,6644,6648,0.06
May 31 2017,Kent,MI,Passenger,0,1,1,34,35,2.86
May 31 2017,Orange,FL,Passenger,1,1,2,141,143,1.40
May 31 2017,King,WA,Truck,8,1,9,193153,193162,0.00
March 31 2017,Orange,FL,Passenger,1,1,2,147,149,1.34
May 31 2017,Pacific,WA,Truck,0,0,0,7698,7698,0.00
May 31 2017,Pend Oreille,WA,Truck,0,0,0,5874,5874,0.00
May 31 2017,Montgomery,MD,Passenger,1,2,3,305,308,0.97
May 31 2017,Riley,KS,Passenger,1,0,1,91,92,1.09
March 31 2017,Yakima,WA,Passenger,36,55,91,163226,163317,0.06
May 31 2017,Pima,AZ,Passenger,0,2,2,427,429,0.47
May 31 2017,Polk,FL,Passenger,1,0,1,66,67,1.49
April 30 2017,Adams,WA,Truck,0,0,0,5312,5312,0.00
