Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
May 31 2021,Placer,CA,Passenger,1,0,1,67,68,1.47
June 30 2021,Moore,NC,Passenger,0,1,1,124,125,0.80
June 30 2021,Nueces,TX,Passenger,1,0,1,66,67,1.49
May 31 2021,Thurston,WA,Truck,17,0,17,57137,57154,0.03
May 31 2021,Tipton,TN,Passenger,1,0,1,11,12,8.33
June 30 2021,Palm Beach,FL,Passenger,1,0,1,47,48,2.08
August 31 2021,Carroll,MD,Passenger,0,1,1,10,11,9.09
May 31 2021,Riley,KS,Passenger,1,0,1,50,51,1.96
August 31 2021,Columbia,GA,Passenger,1,0,1,107,108,0.93
August 31 2021,Contra Costa,CA,Passenger,1,0,1,136,137,0.73
May 31 2021,Wilson,NC,Passenger,1,0,1,0,1,100.00
June 30 2021,Saginaw,MI,Passenger,1,0,1,6,7,14.29
October 31 2020,Prince William,VA,Passenger,2,2,4,216,220,1.82
November 30 2019,Sangamon,IL,Passenger,1,0,1,5,6,16.67
June 30 2021,Saint Louis City,MO,Passenger,1,0,1,18,19,5.26
May 31 2021,Yamhill,OR,Passenger,1,0,1,32,33,3.03
December 31 2020,Carson City,NV,Passenger,1,0,1,11,12,8.33
October 31 2019,Walla Walla,WA,Passenger,63,63,126,37063,37189,0.34
June 30 2021,San Juan,WA,Passenger,430,136,566,14439,15005,3.77
October 31 2020,Saint Clair,IL,Passenger,1,0,1,133,134,0.75
December 31 2020,Charleston,SC,Passenger,1,0,1,82,83,1.20
June 30 2021,Alameda,CA,Passenger,2,0,2,201,203,0.99
May 31 2021,Sarasota,FL,Passenger,1,0,1,21,22,4.55
August 31 2021,El Paso,CO,Passenger,1,0,1,543,544,0.18
June 30 2021,Santa Cruz,CA,Passenger,1,0,1,22,23,4.35
October 31 2019,Whitman,WA,Truck,0,0,0,8843,8843,0.00
June 30 2021,Snohomish,WA,Truck,30,0,30,127571,127601,0.02
October 31 2020,Spokane,WA,Truck,0,0,0,102353,102353,0.00
December 31 2020,Clark,WA,Truck,0,0,0,85166,85166,0.00
June 30 2021,Bexar,TX,Passenger,2,4,6,434,440,1.36
August 31 2021,Frederick,MD,Passenger,2,1,3,66,69,4.35
October 31 2019,Williamson,TX,Passenger,1,0,1,117,118,0.85
May 31 2021,Skamania,WA,Truck,0,0,0,4098,4098,0.00
June 30 2021,Stevens,WA,Truck,0,0,0,19149,19149,0.00
June 30 2021,Boulder,CO,Passenger,0,1,1,27,28,3.57
October 31 2020,Thurston,WA,Passenger,1349,812,2161,200643,202804,1.07
May 31 2021,Suffolk City,VA,Passenger,1,0,1,116,117,0.85
December 31 2020,Cowlitz,WA,Passenger,188,139,327,73458,73785,0.44
November 30 2019,NULL,WA,Passenger,0,0,0,4,4,0.00
October 31 2020,Ventura,CA,Passenger,1,1,2,268,270,0.74
November 30 2019,Alexandria City,VA,Passenger,4,0,4,142,146,2.74
August 31 2021,Harris,TX,Passenger,1,0,1,138,139,0.72
December 31 2020,Cumberland,NC,Passenger,0,3,3,436,439,0.68
June 30 2021,Thurston,WA,Truck,20,0,20,56954,56974,0.04
August 31 2021,Hidalgo,TX,Passenger,0,1,1,51,52,1.92
June 30 2021,Chelan,WA,Truck,2,0,2,23281,23283,0.01
November 30 2019,Wahkiakum,WA,Truck,0,0,0,1795,1795,0.00
August 31 2021,Honolulu,HI,Passenger,4,1,5,282,287,1.74
November 30 2019,Walla Walla,WA,Passenger,65,62,127,37043,37170,0.34
June 30 2021,Clark,NV,Passenger,4,1,5,519,524,0.95
June 30 2021,Washoe,NV,Passenger,1,0,1,57,58,1.72
November 30 2019,Benton,WA,Passenger,321,319,640,137629,138269,0.46
November 30 2019,Washtenaw,MI,Passenger,1,0,1,31,32,3.12
August 31 2021,Kings,NY,Passenger,1,0,1,48,49,2.04
June 30 2021,Cowlitz,WA,Truck,3,0,3,29460,29463,0.01
May 31 2021,Whatcom,WA,Truck,9,0,9,44408,44417,0.02
November 30 2019,Brevard,FL,Passenger,0,1,1,73,74,1.35
November 30 2020,Anchorage,AK,Passenger,1,0,1,136,137,0.73
December 31 2020,Dupage,IL,Passenger,1,0,1,40,41,2.44
June 30 2021,Wichita,TX,Passenger,1,0,1,35,36,2.78
August 31 2021,Lake,IL,Passenger,1,0,1,148,149,0.67
June 30 2021,Yakima,WA,Passenger,240,163,403,171219,171622,0.23
November 30 2019,Williamson,TX,Passenger,1,0,1,118,119,0.84
June 30 2021,Yamhill,OR,Passenger,1,0,1,31,32,3.12
August 31 2021,Liberty,GA,Passenger,1,0,1,97,98,1.02
June 30 2021,Denver,CO,Passenger,1,0,1,87,88,1.14
November 30 2019,Chaves,NM,Passenger,1,0,1,9,10,10.00
June 30 2021,Alexandria City,VA,Passenger,4,0,4,123,127,3.15
July 31 2021,Benton,WA,Truck,10,0,10,44009,44019,0.02
December 31 2019,Adams,WA,Passenger,6,8,14,13280,13294,0.11
December 31 2020,Glacier,MT,Passenger,0,1,1,4,5,20.00
November 30 2020,Boone,MO,Passenger,0,1,1,7,8,12.50
November 30 2019,Clackamas,OR,Passenger,1,1,2,186,188,1.06
June 30 2021,Anchorage,AK,Passenger,1,0,1,123,124,0.81
November 30 2020,Boulder,CO,Passenger,1,1,2,30,32,6.25
November 30 2019,Clallam,WA,Passenger,208,155,363,51737,52100,0.70
December 31 2020,Grant,WA,Passenger,82,86,168,67362,67530,0.25
December 31 2019,Albemarle,VA,Passenger,1,0,1,31,32,3.12
June 30 2021,Bartow,GA,Passenger,0,1,1,2,3,33.33
August 31 2021,Mason,WA,Passenger,253,155,408,48239,48647,0.84
November 30 2020,Camden,GA,Passenger,1,1,2,133,135,1.48
December 31 2020,Grays Harbor,WA,Passenger,144,125,269,49378,49647,0.54
June 30 2021,El Paso,TX,Passenger,2,0,2,353,355,0.56
July 31 2021,Charles,MD,Passenger,1,1,2,59,61,3.28
July 31 2021,Chelan,WA,Truck,4,0,4,23220,23224,0.02
August 31 2021,Norfolk City,VA,Passenger,1,1,2,296,298,0.67
July 31 2021,Chesapeake City,VA,Passenger,0,3,3,348,351,0.85
November 30 2020,Columbia,WA,Passenger,4,3,7,2507,2514,0.28
August 31 2021,Okanogan,WA,Truck,0,0,0,3912,3912,0.00
December 31 2019,Benton,WA,Passenger,326,318,644,137788,138432,0.47
June 30 2021,Bucks,PA,Passenger,1,0,1,17,18,5.56
June 30 2021,Grant,WA,Truck,1,0,1,28307,28308,0.00
July 31 2021,Clallam,WA,Truck,3,0,3,22205,22208,0.01
November 30 2020,Dekalb,GA,Passenger,1,0,1,64,65,1.54
August 31 2021,Orange,FL,Passenger,1,0,1,84,85,1.18
July 31 2021,Clark,WA,Passenger,3099,1477,4576,324678,329254,1.39
December 31 2020,Hennepin,MN,Passenger,1,0,1,71,72,1.39
August 31 2021,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
November 30 2020,Douglas,NE,Passenger,0,1,1,42,43,2.33
December 31 2020,Howard,IN,Passenger,0,1,1,2,3,33.33
June 30 2021,Camden,GA,Passenger,1,0,1,121,122,0.82
November 30 2020,Douglas,OR,Passenger,1,0,1,36,37,2.70
November 30 2020,Dupage,IL,Passenger,2,0,2,41,43,4.65
December 31 2019,Bucks,PA,Passenger,1,0,1,20,21,4.76
June 30 2021,Charles,MD,Truck,1,0,1,12,13,7.69
August 31 2021,Pierce,WA,Truck,40,0,40,146154,146194,0.03
November 30 2019,Duval,FL,Passenger,1,1,2,348,350,0.57
June 30 2021,Island,WA,Truck,4,0,4,21834,21838,0.02
December 31 2020,Jefferson,WA,Truck,0,0,0,9776,9776,0.00
July 31 2021,Denver,CO,Passenger,1,0,1,83,84,1.19
June 30 2021,Jones,GA,Passenger,1,0,1,1,2,50.00
November 30 2020,Guadalupe,TX,Passenger,1,0,1,46,47,2.13
November 30 2019,Ferry,WA,Truck,0,0,0,3737,3737,0.00
June 30 2021,Kern,CA,Passenger,1,1,2,193,195,1.03
December 31 2020,Klickitat,WA,Truck,0,0,0,8323,8323,0.00
June 30 2021,King,WA,Passenger,31056,9199,40255,1378372,1418627,2.84
June 30 2021,Columbia,GA,Passenger,1,0,1,116,117,0.85
November 30 2020,Hennepin,MN,Passenger,1,0,1,72,73,1.37
August 31 2021,Saint Marys,MD,Passenger,1,1,2,158,160,1.25
December 31 2020,Larimer,CO,Passenger,0,1,1,33,34,2.94
July 31 2021,Fresno,CA,Passenger,1,0,1,150,151,0.66
August 31 2021,San Diego,CA,Passenger,14,9,23,2357,2380,0.97
June 30 2021,Columbia,WA,Passenger,6,2,8,2505,2513,0.32
December 31 2019,Clallam,WA,Passenger,210,160,370,51691,52061,0.71
August 31 2021,San Juan,WA,Truck,0,0,0,6019,6019,0.00
June 30 2021,Leavenworth,KS,Passenger,0,1,1,109,110,0.91
November 30 2019,Goochland,VA,Passenger,3,1,4,179,183,2.19
December 31 2019,Clark,NV,Passenger,2,1,3,622,625,0.48
August 31 2021,Santa Clara,CA,Passenger,6,1,7,182,189,3.70
July 31 2021,Glacier,MT,Passenger,0,1,1,4,5,20.00
June 30 2021,Lewis,WA,Passenger,174,145,319,60107,60426,0.53
June 30 2021,Cumberland,NC,Truck,1,0,1,90,91,1.10
July 31 2021,Grays Harbor,WA,Passenger,185,148,333,49760,50093,0.66
November 30 2019,Greene,MO,Passenger,0,1,1,19,20,5.00
August 31 2021,Sarpy,NE,Passenger,1,0,1,51,52,1.92
November 30 2020,Jefferson,WA,Truck,0,0,0,9778,9778,0.00
December 31 2019,Columbia,WA,Truck,0,0,0,1604,1604,0.00
June 30 2021,Danville City,VA,Passenger,1,0,1,0,1,100.00
June 30 2021,Manassas City,VA,Passenger,0,1,1,5,6,16.67
November 30 2020,Kitsap,WA,Truck,0,0,0,55362,55362,0.00
June 30 2021,Douglas,NE,Passenger,1,1,2,39,41,4.88
August 31 2021,Tipton,TN,Passenger,1,0,1,10,11,9.09
November 30 2020,Klamath,OR,Passenger,1,0,1,23,24,4.17
June 30 2021,Douglas,OR,Passenger,1,0,1,26,27,3.70
December 31 2020,Montgomery,MD,Passenger,2,4,6,218,224,2.68
June 30 2021,Fairbanks North Star,AK,Passenger,0,1,1,82,83,1.20
July 31 2021,Kern,CA,Passenger,1,1,2,192,194,1.03
August 31 2021,Wilson,NC,Passenger,1,0,1,0,1,100.00
June 30 2021,Okanogan,WA,Passenger,13,5,18,5868,5886,0.31
June 30 2021,Ferry,WA,Passenger,9,3,12,4437,4449,0.27
June 30 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
September 30 2021,Alameda,CA,Passenger,2,0,2,179,181,1.10
November 30 2019,Jefferson,CO,Passenger,0,1,1,59,60,1.67
July 31 2021,Leavenworth,KS,Passenger,0,1,1,109,110,0.91
November 30 2020,Los Angeles,CA,Passenger,6,8,14,886,900,1.56
July 31 2021,Lewis,WA,Passenger,176,150,326,59996,60322,0.54
June 30 2021,Philadelphia,PA,Passenger,1,0,1,41,42,2.38
July 31 2021,Lincoln,WA,Passenger,8,15,23,7788,7811,0.29
June 30 2021,Pierce,WA,Passenger,3699,2077,5776,564949,570725,1.01
September 30 2021,Bexar,TX,Passenger,2,4,6,399,405,1.48
June 30 2021,Grays Harbor,WA,Truck,3,0,3,21591,21594,0.01
June 30 2021,Guadalupe,TX,Passenger,1,0,1,36,37,2.70
November 30 2020,Montgomery,MD,Passenger,1,4,5,218,223,2.24
June 30 2021,Harrison,MS,Passenger,2,0,2,51,53,3.77
November 30 2020,Muscogee,GA,Passenger,0,1,1,166,167,0.60
September 30 2021,Chelan,WA,Truck,8,0,8,23061,23069,0.03
December 31 2020,Pend Oreille,WA,Passenger,12,4,16,9431,9447,0.17
July 31 2021,Monterey,CA,Passenger,1,0,1,148,149,0.67
November 30 2020,Okanogan,NULL,Passenger,45,31,76,20678,20754,0.37
November 30 2019,Kitsap,WA,Passenger,1269,681,1950,185284,187234,1.04
June 30 2021,San Bernardino,CA,Passenger,0,1,1,356,357,0.28
September 30 2021,Clark,WA,Truck,38,0,38,84232,84270,0.05
December 31 2020,Pinellas,FL,Passenger,1,1,2,69,71,2.82
November 30 2020,Pacific,WA,Passenger,43,39,82,15991,16073,0.51
June 30 2021,San Juan,WA,Truck,0,0,0,6022,6022,0.00
November 30 2020,Palm Beach,FL,Passenger,0,1,1,55,56,1.79
December 31 2020,Plaquemines,LA,Passenger,0,1,1,15,16,6.25
December 31 2020,Powhatan,VA,Passenger,1,0,1,1,2,50.00
July 31 2021,Otero,NM,Passenger,0,1,1,32,33,3.03
September 30 2021,Cowlitz,WA,Passenger,260,165,425,72261,72686,0.58
July 31 2021,Pend Oreille,WA,Passenger,15,7,22,9359,9381,0.23
June 30 2021,Spokane,WA,Truck,19,0,19,103175,103194,0.02
September 30 2021,Cowlitz,WA,Truck,8,0,8,29090,29098,0.03
December 31 2019,Howard,MD,Passenger,0,1,1,88,89,1.12
July 31 2021,Plaquemines,LA,Passenger,0,1,1,18,19,5.26
November 30 2020,Ramsey,MN,Passenger,1,0,1,28,29,3.45
June 30 2021,Thurston,WA,Passenger,1673,909,2582,199730,202312,1.28
December 31 2019,Jefferson,CO,Passenger,0,1,1,58,59,1.69
December 31 2020,Saint Louis,MO,Passenger,1,0,1,58,59,1.69
September 30 2021,El Paso,TX,Passenger,2,0,2,322,324,0.62
June 30 2021,Kittitas,WA,Passenger,170,67,237,30288,30525,0.78
July 31 2021,Riley,KS,Passenger,1,0,1,43,44,2.27
November 30 2020,San Bernardino,CA,Passenger,0,1,1,409,410,0.24
June 30 2021,Klamath,OR,Passenger,1,0,1,18,19,5.26
December 31 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
November 30 2019,Mason,OR,Passenger,2,0,2,15,17,11.76
November 30 2020,Santa Cruz,CA,Passenger,1,0,1,29,30,3.33
December 31 2020,San Francisco,CA,Passenger,1,1,2,82,84,2.38
November 30 2019,Mason,WA,Truck,0,0,0,21102,21102,0.00
November 30 2020,Skagit,WA,Passenger,513,258,771,93200,93971,0.82
November 30 2020,Skagit,WA,Truck,1,0,1,33492,33493,0.00
July 31 2021,NULL,WA,Passenger,0,0,0,4,4,0.00
July 31 2021,San Juan,WA,Passenger,441,139,580,14382,14962,3.88
November 30 2020,Snohomish,WA,Truck,0,0,0,128294,128294,0.00
September 30 2021,Grant,WA,Passenger,126,103,229,67058,67287,0.34
July 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
September 30 2021,Grant,WA,Truck,2,0,2,28122,28124,0.01
September 30 2021,Grays Harbor,WA,Passenger,194,153,347,49509,49856,0.70
July 31 2021,Shelby,OH,Passenger,0,1,1,0,1,100.00
July 31 2021,Skamania,WA,Passenger,55,38,93,8509,8602,1.08
July 31 2021,Benton,WA,Passenger,552,404,956,137380,138336,0.69
June 30 2021,Maricopa,AZ,Passenger,2,1,3,794,797,0.38
November 30 2019,Monroe,IL,Passenger,1,0,1,3,4,25.00
November 30 2020,Twin Falls,ID,Passenger,0,1,1,17,18,5.56
December 31 2020,Spartanburg,SC,Passenger,0,1,1,37,38,2.63
December 31 2020,Spokane,WA,Passenger,935,584,1519,326991,328510,0.46
July 31 2021,Thurston,WA,Truck,23,0,23,56753,56776,0.04
June 30 2021,Maui,HI,Passenger,1,0,1,24,25,4.00
July 31 2021,Carroll,MD,Passenger,0,1,1,12,13,7.69
July 31 2021,Chaves,NM,Passenger,1,0,1,6,7,14.29
November 30 2020,Washoe,NV,Passenger,1,0,1,71,72,1.39
September 30 2021,Kern,CA,Passenger,1,1,2,176,178,1.12
June 30 2021,Milwaukee,WI,Passenger,1,0,1,32,33,3.03
September 30 2021,King,WA,Passenger,33174,9600,42774,1366823,1409597,3.03
November 30 2020,Westchester,NY,Passenger,0,1,1,21,22,4.55
September 30 2021,King,WA,Truck,149,1,150,183983,184133,0.08
September 30 2021,Klickitat,WA,Truck,1,0,1,8349,8350,0.01
November 30 2020,Whitman,WA,Passenger,53,47,100,22434,22534,0.44
July 31 2021,Wahkiakum,WA,Passenger,15,8,23,3113,3136,0.73
November 30 2020,Wichita,TX,Passenger,1,0,1,40,41,2.44
November 30 2019,Norfolk City,VA,Passenger,2,1,3,362,365,0.82
December 31 2020,Ada,ID,Passenger,0,1,1,213,214,0.47
December 31 2020,Utah,UT,Passenger,0,1,1,99,100,1.00
December 31 2020,Alameda,CA,Passenger,2,0,2,235,237,0.84
September 30 2021,Leavenworth,KS,Passenger,0,1,1,104,105,0.95
June 30 2021,Muscogee,GA,Passenger,0,1,1,143,144,0.69
December 31 2020,Ventura,CA,Passenger,1,2,3,266,269,1.12
September 30 2021,Lewis,WA,Passenger,197,156,353,59601,59954,0.59
July 31 2021,Denton,TX,Passenger,1,0,1,48,49,2.04
November 30 2019,Nueces,TX,Passenger,1,1,2,88,90,2.22
June 30 2021,New Castle,DE,Passenger,1,0,1,17,18,5.56
December 31 2020,Anne Arundel,MD,Passenger,1,3,4,384,388,1.03
June 30 2021,Norfolk City,VA,Passenger,2,1,3,310,313,0.96
December 31 2020,Asotin,WA,Passenger,17,14,31,12694,12725,0.24
November 30 2019,Orange,CA,Passenger,6,1,7,505,512,1.37
July 31 2021,Duval,FL,Passenger,0,1,1,276,277,0.36
July 31 2021,Whatcom,WA,Passenger,1540,638,2178,151707,153885,1.42
July 31 2021,Whitman,WA,Truck,2,0,2,8647,8649,0.02
July 31 2021,Ferry,WA,Truck,0,0,0,3653,3653,0.00
November 30 2019,Osceola,FL,Passenger,1,0,1,38,39,2.56
June 30 2021,Orange,FL,Passenger,1,0,1,90,91,1.10
December 31 2019,Multnomah,OR,Passenger,4,6,10,684,694,1.44
December 31 2020,Whitman,WA,Passenger,53,47,100,22370,22470,0.45
July 31 2021,Yamhill,OR,Passenger,1,0,1,30,31,3.23
July 31 2021,Greene,MO,Passenger,0,1,1,18,19,5.26
September 30 2021,Montgomery,PA,Passenger,2,0,2,12,14,14.29
June 30 2021,Pacific,WA,Passenger,54,56,110,16194,16304,0.67
September 30 2021,Montgomery,TX,Passenger,0,1,1,21,22,4.55
June 30 2021,Pend Oreille,WA,Truck,1,0,1,5831,5832,0.02
June 30 2021,Pennington,SD,Passenger,1,0,1,25,26,3.85
July 31 2021,Harris,TX,Passenger,1,0,1,145,146,0.68
December 31 2020,Yakima,WA,Truck,0,0,0,62654,62654,0.00
August 31 2021,Alexandria City,VA,Passenger,4,0,4,120,124,3.23
July 31 2021,Honolulu,HI,Passenger,4,0,4,294,298,1.34
December 31 2020,Cascade,MT,Passenger,0,1,1,55,56,1.79
June 30 2021,Placer,CA,Passenger,1,0,1,65,66,1.52
December 31 2019,Osceola,FL,Passenger,1,0,1,37,38,2.63
June 30 2021,Queens,NY,Passenger,1,0,1,42,43,2.33
September 30 2021,Prince William,VA,Passenger,1,1,2,194,196,1.02
January 31 2021,Alexandria City,VA,Passenger,4,0,4,133,137,2.92
August 31 2021,Boulder,CO,Passenger,0,1,1,18,19,5.26
December 31 2020,Cowlitz,WA,Truck,0,0,0,29594,29594,0.00
January 31 2021,Anchorage,AK,Passenger,1,0,1,135,136,0.74
July 31 2021,Kings,NY,Passenger,1,0,1,48,49,2.04
September 30 2021,Saint Clair,IL,Passenger,1,0,1,120,121,0.83
January 31 2021,Bartow,GA,Passenger,0,1,1,3,4,25.00
December 31 2019,Pierce,WA,Truck,0,0,0,144924,144924,0.00
June 30 2021,San Diego,CA,Passenger,15,8,23,2444,2467,0.93
December 31 2020,Fairbanks North Star,AK,Passenger,0,1,1,88,89,1.12
September 30 2021,Spokane,WA,Truck,36,0,36,102534,102570,0.04
June 30 2021,Sarasota,FL,Passenger,1,0,1,21,22,4.55
November 30 2019,Saginaw,MI,Passenger,1,0,1,10,11,9.09
December 31 2020,Ferry,WA,Passenger,9,3,12,4484,4496,0.27
June 30 2021,Skagit,WA,Passenger,614,290,904,92728,93632,0.97
December 31 2020,Franklin,WA,Passenger,91,87,178,62575,62753,0.28
September 30 2021,Thurston,WA,Passenger,1820,933,2753,197904,200657,1.37
December 31 2020,Franklin,WA,Truck,0,0,0,20913,20913,0.00
August 31 2021,Douglas,OR,Passenger,1,0,1,25,26,3.85
June 30 2021,Skamania,WA,Truck,0,0,0,4085,4085,0.00
December 31 2020,Fresno,CA,Passenger,1,0,1,156,157,0.64
November 30 2019,Santa Barbara,CA,Passenger,1,0,1,90,91,1.10
September 30 2021,Ventura,CA,Passenger,1,2,3,232,235,1.28
December 31 2019,Riverside,CA,Passenger,2,1,3,599,602,0.50
November 30 2019,Santa Rosa,FL,Passenger,1,0,1,83,84,1.19
July 31 2021,Nueces,TX,Passenger,1,0,1,62,63,1.59
November 30 2019,Sarasota,FL,Passenger,1,0,1,22,23,4.35
December 31 2020,Grant,WA,Truck,0,0,0,28256,28256,0.00
August 31 2021,Glacier,MT,Passenger,0,1,1,4,5,20.00
December 31 2020,Grays Harbor,WA,Truck,0,0,0,21544,21544,0.00
October 31 2021,NULL,NULL,Truck,2,0,2,258,260,0.77
June 30 2021,Virginia Beach City,VA,Passenger,2,0,2,543,545,0.37
January 31 2021,Camden,GA,Passenger,1,1,2,129,131,1.53
October 31 2021,NULL,WA,Passenger,0,0,0,4,4,0.00
June 30 2021,Wahkiakum,WA,Truck,0,0,0,1818,1818,0.00
October 31 2021,Adams,WA,Truck,0,0,0,5418,5418,0.00
August 31 2021,Hennepin,MN,Passenger,1,0,1,55,56,1.79
October 31 2021,Albemarle,VA,Passenger,1,0,1,22,23,4.35
December 31 2020,Harrison,MS,Passenger,2,0,2,55,57,3.51
October 31 2021,Alexandria City,VA,Passenger,5,0,5,121,126,3.97
December 31 2019,San Juan,WA,Truck,0,0,0,6091,6091,0.00
July 31 2021,Saginaw,MI,Passenger,1,0,1,6,7,14.29
October 31 2021,Bartow,GA,Passenger,0,1,1,2,3,33.33
August 31 2021,Jefferson,WA,Truck,0,0,0,9679,9679,0.00
December 31 2019,Santa Clara,CA,Passenger,5,2,7,309,316,2.22
October 31 2021,Benton,WA,Passenger,598,424,1022,135925,136947,0.75
November 30 2019,Suffolk City,VA,Passenger,1,0,1,121,122,0.82
July 31 2021,Santa Barbara,CA,Passenger,1,0,1,72,73,1.37
June 30 2021,Whatcom,WA,Truck,11,0,11,44331,44342,0.02
July 31 2021,NULL,NULL,Passenger,7,5,12,1493,1505,0.80
December 31 2020,King,WA,Truck,7,1,8,187904,187912,0.00
January 31 2021,Columbia,GA,Passenger,1,0,1,128,129,0.78
October 31 2021,Carroll,MD,Passenger,0,1,1,9,10,10.00
July 31 2021,Adams,WA,Passenger,16,15,31,13150,13181,0.24
July 31 2021,Spartanburg,SC,Passenger,0,1,1,33,34,2.94
December 31 2019,Stafford,VA,Passenger,1,0,1,88,89,1.12
January 31 2021,Columbia,WA,Passenger,5,3,8,2516,2524,0.32
August 31 2021,Lincoln,WA,Passenger,9,15,24,7752,7776,0.31
July 31 2021,Anne Arundel,MD,Passenger,3,4,7,360,367,1.91
December 31 2020,Lewis,WA,Truck,0,0,0,27174,27174,0.00
October 31 2021,Clallam,WA,Passenger,373,237,610,50473,51083,1.19
July 31 2021,Asotin,WA,Passenger,22,18,40,12763,12803,0.31
August 31 2021,Manassas City,VA,Passenger,0,1,1,5,6,16.67
August 31 2021,Mason,WA,Truck,6,0,6,21367,21373,0.03
December 31 2020,Maricopa,AZ,Passenger,4,4,8,995,1003,0.80
January 31 2021,Douglas,NE,Passenger,1,1,2,43,45,4.44
July 31 2021,Williams,ND,Passenger,0,1,1,8,9,11.11
July 31 2021,Wilson,NC,Passenger,1,0,1,0,1,100.00
January 31 2021,Douglas,OR,Passenger,1,0,1,34,35,2.86
November 30 2019,Yakima,WA,Passenger,130,125,255,170377,170632,0.15
August 31 2021,Montgomery,MD,Passenger,3,4,7,189,196,3.57
July 31 2021,Yakima,WA,Passenger,250,168,418,170894,171312,0.24
December 31 2020,Monterey,CA,Passenger,1,0,1,165,166,0.60
July 31 2021,Calvert,MD,Passenger,0,2,2,83,85,2.35
December 31 2020,Montgomery,PA,Passenger,1,0,1,17,18,5.56
January 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,87,88,1.14
August 31 2021,Allegheny,PA,Passenger,1,0,1,47,48,2.08
October 31 2021,Greene,MO,Passenger,0,1,1,15,16,6.25
December 31 2019,Allegheny,PA,Passenger,1,0,1,64,65,1.54
August 31 2021,Okanogan,NULL,Truck,2,0,2,12919,12921,0.02
August 31 2021,Anchorage,AK,Passenger,1,0,1,121,122,0.82
August 31 2021,Okanogan,WA,Passenger,13,6,19,5855,5874,0.32
January 31 2021,Ferry,WA,Passenger,9,3,12,4460,4472,0.27
December 31 2020,New Castle,DE,Passenger,1,0,1,23,24,4.17
August 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
December 31 2019,Arapahoe,CO,Passenger,1,0,1,127,128,0.78
August 31 2021,Arapahoe,CO,Passenger,1,0,1,85,86,1.16
August 31 2021,Orange,CA,Passenger,3,1,4,372,376,1.06
August 31 2021,Bay,FL,Passenger,1,0,1,26,27,3.70
October 31 2021,Harris,TX,Passenger,1,0,1,125,126,0.79
July 31 2021,Clallam,WA,Passenger,355,223,578,50818,51396,1.12
August 31 2021,Bell,TX,Passenger,0,1,1,305,306,0.33
August 31 2021,Pend Oreille,WA,Passenger,16,7,23,9295,9318,0.25
October 31 2021,Honolulu,HI,Passenger,4,1,5,266,271,1.85
December 31 2019,Bay,FL,Passenger,1,0,1,35,36,2.78
July 31 2021,Columbia,WA,Truck,1,0,1,1562,1563,0.06
July 31 2021,Contra Costa,CA,Passenger,1,0,1,135,136,0.74
August 31 2021,Pierce,WA,Passenger,3994,2094,6088,561269,567357,1.07
August 31 2021,Benton,WA,Truck,16,0,16,43858,43874,0.04
August 31 2021,Pinellas,FL,Passenger,0,1,1,56,57,1.75
August 31 2021,Plaquemines,LA,Passenger,0,1,1,18,19,5.26
January 31 2021,Guadalupe,TX,Passenger,1,0,1,42,43,2.33
December 31 2019,Boone,MO,Passenger,0,1,1,8,9,11.11
August 31 2021,Boone,MO,Passenger,0,1,1,6,7,14.29
October 31 2021,Kings,NY,Passenger,1,0,1,48,49,2.04
December 31 2020,San Juan,WA,Passenger,368,115,483,14385,14868,3.25
August 31 2021,Bucks,PA,Passenger,1,0,1,16,17,5.88
